,lat,lon,name,admin1,admin2,cc,Country,mapped_unit,isInMap
99183,-36.87495,174.66991,Rosebank,Auckland,Auckland,NZ,New Zealand,"Rosebank,Auckland,Auckland,New Zealand",No
99216,8.52687,-80.37486,Vista Hermosa,Cocle, ,PA,Panama,"Vista Hermosa, ,Cocle,Panama",No
99221,8.88333,-79.63333,Veracruz,Panama, ,PA,Panama,"Veracruz, ,Panama,Panama",No
99229,8.15036,-78.2503,Pueblo Nuevo,Darien, ,PA,Panama,"Pueblo Nuevo, ,Darien,Panama",No
99231,8.01667,-81.31667,Sona,Veraguas, ,PA,Panama,"Sona, ,Veraguas,Panama",No
99236,8.5,-82.71667,Santo Domingo,Chiriqui, ,PA,Panama,"Santo Domingo, ,Chiriqui,Panama",No
99237,7.74614,-80.24173,Santo Domingo,Los Santos, ,PA,Panama,"Santo Domingo, ,Los Santos,Panama",No
99239,8.51667,-82.7,Santa Marta,Chiriqui, ,PA,Panama,"Santa Marta, ,Chiriqui,Panama",No
99240,8.11667,-80.66667,Santa Maria,Herrera, ,PA,Panama,"Santa Maria, ,Herrera,Panama",No
99241,9.53718,-79.19079,Santa Isabel,Colon, ,PA,Panama,"Santa Isabel, ,Colon,Panama",No
99242,8.65525,-78.1614,Santa Fe,Darien, ,PA,Panama,"Santa Fe, ,Darien,Panama",No
99243,9.03528,-79.75222,Santa Clara,Panama, ,PA,Panama,"Santa Clara, ,Panama,Panama",No
99245,8.45236,-78.93694,San Miguel,Panama, ,PA,Panama,"San Miguel, ,Panama,Panama",No
99247,8.06667,-81.36667,San Francisco,Veraguas, ,PA,Panama,"San Francisco, ,Veraguas,Panama",No
99249,8.6,-82.73333,San Andres,Chiriqui, ,PA,Panama,"San Andres, ,Chiriqui,Panama",No
99255,8.41667,-80.48333,Rio Grande,Cocle, ,PA,Panama,"Rio Grande, ,Cocle,Panama",No
99268,9.19333,-80.08833,Puerto Escondido,Colon, ,PA,Panama,"Puerto Escondido, ,Colon,Panama",No
99271,8.25,-81.66667,Pueblo Viejo,Chiriqui, ,PA,Panama,"Pueblo Viejo, ,Chiriqui,Panama",No
99272,8.58399,-82.42282,Pueblo Nuevo,Chiriqui,Distrito Dolega,PA,Panama,"Pueblo Nuevo,Distrito Dolega,Chiriqui,Panama",No
99274,8.44669,-82.83859,Progreso,Chiriqui,Distrito Bugaba,PA,Panama,"Progreso,Distrito Bugaba,Chiriqui,Panama",No
99288,7.90071,-77.38965,Paya,Darien, ,PA,Panama,"Paya, ,Darien,Panama",No
99289,9.12343,-79.24836,Paso Blanco,Panama, ,PA,Panama,"Paso Blanco, ,Panama,Panama",No
99291,9.03315,-79.62749,Paraiso,Panama,Distrito de Panama,PA,Panama,"Paraiso,Distrito de Panama,Panama,Panama",No
99292,8.9936,-79.51973,Panama,Panama, ,PA,Panama,"Panama, ,Panama,Panama",No
99293,9.54359,-79.21946,Palmira,Colon, ,PA,Panama,"Palmira, ,Colon,Panama",No
99294,8.73401,-82.45887,Palmira,Chiriqui, ,PA,Panama,"Palmira, ,Chiriqui,Panama",No
99296,9.5697,-79.36341,Palenque,Colon, ,PA,Panama,"Palenque, ,Colon,Panama",No
99305,9.57937,-79.47109,Nombre de Dios,Colon, ,PA,Panama,"Nombre de Dios, ,Colon,Panama",No
99306,8.33333,-80.51667,Nata,Cocle, ,PA,Panama,"Nata, ,Cocle,Panama",No
99310,7.98858,-81.05643,Montijo,Veraguas, ,PA,Panama,"Montijo, ,Veraguas,Panama",No
99312,9.57017,-79.33881,Miramar,Colon, ,PA,Panama,"Miramar, ,Colon,Panama",No
99316,9.32603,-79.89028,Las Margaritas,Colon, ,PA,Panama,"Las Margaritas, ,Colon,Panama",No
99326,7.90607,-80.42561,Llano Largo,Los Santos, ,PA,Panama,"Llano Largo, ,Los Santos,Panama",No
99329,8.45,-82.25,La Victoria,Chiriqui, ,PA,Panama,"La Victoria, ,Chiriqui,Panama",No
99332,8.13333,-81.45,Las Palmas,Veraguas, ,PA,Panama,"Las Palmas, ,Veraguas,Panama",No
99334,9.18426,-79.0873,Las Margaritas,Panama, ,PA,Panama,"Las Margaritas, ,Panama,Panama",No
99339,8.6,-80.45,La Pintada,Cocle, ,PA,Panama,"La Pintada, ,Cocle,Panama",No
99341,8.40608,-78.13964,La Palma,Darien, ,PA,Panama,"La Palma, ,Darien,Panama",No
99342,7.71667,-80.38333,La Palma,Los Santos, ,PA,Panama,"La Palma, ,Los Santos,Panama",No
99344,9.17308,-79.27401,La Mesa,Panama, ,PA,Panama,"La Mesa, ,Panama,Panama",No
99345,8.15,-81.18333,La Mesa,Veraguas, ,PA,Panama,"La Mesa, ,Veraguas,Panama",No
99346,8.16667,-80.63333,La Loma,Cocle, ,PA,Panama,"La Loma, ,Cocle,Panama",No
99351,8.4,-82.8,La Esperanza,Chiriqui, ,PA,Panama,"La Esperanza, ,Chiriqui,Panama",No
99352,8.26451,-78.92801,La Esmeralda,Panama, ,PA,Panama,"La Esmeralda, ,Panama,Panama",No
99353,8.36227,-78.84938,La Ensenada,Panama, ,PA,Panama,"La Ensenada, ,Panama,Panama",No
99363,8.85583,-79.81333,Guadalupe,Panama, ,PA,Panama,"Guadalupe, ,Panama,Panama",No
99371,8.16667,-80.65,El Roble,Cocle, ,PA,Panama,"El Roble, ,Cocle,Panama",No
99374,9.26667,-79.11667,El Progreso,Panama, ,PA,Panama,"El Progreso, ,Panama,Panama",No
99375,9.55276,-78.9523,El Porvenir,Guna Yala, ,PA,Panama,"El Porvenir, ,Guna Yala,Panama",No
99380,7.91634,-80.38686,El Ejido,Los Santos, ,PA,Panama,"El Ejido, ,Los Santos,Panama",No
99393,9.35451,-79.90011,Colon,Colon, ,PA,Panama,"Colon, ,Colon,Panama",No
99397,7.96667,-80.43333,Chitre,Herrera, ,PA,Panama,"Chitre, ,Herrera,Panama",No
99410,9.15735,-79.42097,Cerro Azul,Panama, ,PA,Panama,"Cerro Azul, ,Panama,Panama",No
99423,9.27356,-79.69551,Buena Vista,Colon, ,PA,Panama,"Buena Vista, ,Colon,Panama",No
99426,8.5,-82.56667,Boqueron,Chiriqui, ,PA,Panama,"Boqueron, ,Chiriqui,Panama",No
99430,7.75,-80.23333,Bella Vista,Los Santos, ,PA,Panama,"Bella Vista, ,Los Santos,Panama",No
99439,8.4,-80.26667,Anton,Cocle, ,PA,Panama,"Anton, ,Cocle,Panama",No
99447,8.25,-80.55,Aguadulce,Cocle, ,PA,Panama,"Aguadulce, ,Cocle,Panama",No
99448,7.83465,-80.39405,Agua Buena,Los Santos, ,PA,Panama,"Agua Buena, ,Los Santos,Panama",No
99460,8.19782,-77.60037,Corozal,Embera, ,PA,Panama,"Corozal, ,Embera,Panama",No
99462,7.96817,-78.21648,Bayamon,Embera, ,PA,Panama,"Bayamon, ,Embera,Panama",No
99479,-6.15139,-77.30056,Vista Alegre,Amazonas,Provincia de Rodriguez de Mendoza,PE,Peru,"Vista Alegre,Provincia de Rodriguez de Mendoza,Amazonas,Peru",No
99492,-7.35,-79.03333,Trinidad,Cajamarca,Provincia de Contumaza,PE,Peru,"Trinidad,Provincia de Contumaza,Cajamarca,Peru",No
99495,-6.4925,-77.47306,Totora,Amazonas,Provincia de Rodriguez de Mendoza,PE,Peru,"Totora,Provincia de Rodriguez de Mendoza,Amazonas,Peru",No
99516,-4.51392,-80.00313,Suyo,Piura,Provincia de Ayabaca,PE,Peru,"Suyo,Provincia de Ayabaca,Piura,Peru",No
99518,-8.95,-77.85,Sucre,Ancash,Provincia de Huaylas,PE,Peru,"Sucre,Provincia de Huaylas,Ancash,Peru",No
99519,-6.93333,-78.15,Sucre,Cajamarca,Provincia de Celendin,PE,Peru,"Sucre,Provincia de Celendin,Cajamarca,Peru",No
99530,-9.38745,-76.81262,Singa,Huanuco,Provincia de Huamalies,PE,Peru,"Singa,Provincia de Huamalies,Huanuco,Peru",No
99545,-6.69139,-76.21472,Sauce,San Martin,Provincia de San Martin,PE,Peru,"Sauce,Provincia de San Martin,San Martin,Peru",No
99551,-5.02611,-79.87417,Santo Domingo,Piura,Morropon,PE,Peru,"Santo Domingo,Morropon,Piura,Peru",No
99554,-6.88111,-79.91972,Santa Rosa,Lambayeque,Provincia de Chiclayo,PE,Peru,"Santa Rosa,Provincia de Chiclayo,Lambayeque,Peru",No
99555,-6.76667,-79.83333,Santa Rosa,Lambayeque,Provincia de Chiclayo,PE,Peru,"Santa Rosa,Provincia de Chiclayo,Lambayeque,Peru",No
99556,-6.68333,-76.61667,Santa Rosa,San Martin,El Dorado,PE,Peru,"Santa Rosa,El Dorado,San Martin,Peru",No
99557,-5.76667,-74.51667,Santa Isabel,Loreto,Provincia de Requena,PE,Peru,"Santa Isabel,Provincia de Requena,Loreto,Peru",No
99558,-6.03333,-74.08333,Santa Elena,Loreto,Provincia de Requena,PE,Peru,"Santa Elena,Provincia de Requena,Loreto,Peru",No
99559,-5.55,-75.8,Santa Cruz,Loreto,Provincia de Alto Amazonas,PE,Peru,"Santa Cruz,Provincia de Alto Amazonas,Loreto,Peru",No
99560,-8.98861,-78.61194,Santa,Ancash,Provincia de Santa,PE,Peru,"Santa,Provincia de Santa,Ancash,Peru",No
99561,-7.0304,-76.47499,San Rafael,San Martin,Bellavista,PE,Peru,"San Rafael,Bellavista,San Martin,Peru",No
99563,-7.11667,-78.83333,San Pablo,Cajamarca,San Pablo,PE,Peru,"San Pablo,San Pablo,Cajamarca,Peru",No
99564,-6.81923,-76.57578,San Pablo,San Martin,Bellavista,PE,Peru,"San Pablo,Bellavista,San Martin,Peru",No
99565,-9.52491,-77.15681,San Marcos,Ancash,Provincia de Huari,PE,Peru,"San Marcos,Provincia de Huari,Ancash,Peru",No
99566,-7.33333,-78.18333,San Marcos,Cajamarca,San Marcos,PE,Peru,"San Marcos,San Marcos,Cajamarca,Peru",No
99567,-9.08333,-77.35,San Luis,Ancash,Carlos Fermin Fitzcarrald,PE,Peru,"San Luis,Carlos Fermin Fitzcarrald,Ancash,Peru",No
99568,-4.81667,-76.6,San Lorenzo,Loreto,Datem Del Maranon,PE,Peru,"San Lorenzo,Datem Del Maranon,Loreto,Peru",No
99569,-7.3,-78.5,San Juan,Cajamarca,Provincia de Cajamarca,PE,Peru,"San Juan,Provincia de Cajamarca,Cajamarca,Peru",No
99571,-6.74265,-79.82934,San Jose,Lambayeque,Provincia de Chiclayo,PE,Peru,"San Jose,Provincia de Chiclayo,Lambayeque,Peru",No
99572,-4.84333,-80.87639,San Jacinto,Piura,Provincia de Sullana,PE,Peru,"San Jacinto,Provincia de Sullana,Piura,Peru",No
99573,-3.64194,-80.4475,San Jacinto,Tumbes,Provincia de Tumbes,PE,Peru,"San Jacinto,Provincia de Tumbes,Tumbes,Peru",No
99574,-5.14583,-79.00139,San Ignacio,Cajamarca,Provincia de San Ignacio,PE,Peru,"San Ignacio,Provincia de San Ignacio,Cajamarca,Peru",No
99575,-7.05,-79.1,San Gregorio,Cajamarca,Provincia de San Miguel,PE,Peru,"San Gregorio,Provincia de San Miguel,Cajamarca,Peru",No
99576,-5.76778,-79.31167,San Felipe,Cajamarca,Provincia de Jaen,PE,Peru,"San Felipe,Provincia de Jaen,Cajamarca,Peru",No
99577,-5.96667,-77.93333,San Carlos,Huanuco, ,PE,Peru,"San Carlos, ,Huanuco,Peru",No
99578,-7.18333,-78.83333,San Bernardino,Cajamarca,San Pablo,PE,Peru,"San Bernardino,San Pablo,Cajamarca,Peru",No
99579,-7.43333,-78.93333,San Benito,Cajamarca,Provincia de Contumaza,PE,Peru,"San Benito,Provincia de Contumaza,Cajamarca,Peru",No
99580,-6.36667,-76.35,San Antonio,San Martin,Provincia de San Martin,PE,Peru,"San Antonio,Provincia de San Martin,San Martin,Peru",No
99589,-6.27472,-79.60417,Salas,Lambayeque,Provincia de Lambayeque,PE,Peru,"Salas,Provincia de Lambayeque,Lambayeque,Peru",No
99591,-6.4,-76.8,Roque,San Martin,Provincia de Lamas,PE,Peru,"Roque,Provincia de Lamas,San Martin,Peru",No
99594,-5.06083,-73.85028,Requena,Loreto,Provincia de Requena,PE,Peru,"Requena,Provincia de Requena,Loreto,Peru",No
99611,-6.99222,-76.41917,Puerto Rico,San Martin,Picota,PE,Peru,"Puerto Rico,Picota,San Martin,Peru",No
99616,-7.18806,-79.51528,Pueblo Nuevo,La Libertad,Chepen,PE,Peru,"Pueblo Nuevo,Chepen,La Libertad,Peru",No
99617,-5.71667,-79.88333,Pueblo Nuevo,Lambayeque,Provincia de Lambayeque,PE,Peru,"Pueblo Nuevo,Provincia de Lambayeque,Lambayeque,Peru",No
99638,-0.96667,-75.16667,Pantoja,Loreto,Provincia de Maynas,PE,Peru,"Pantoja,Provincia de Maynas,Loreto,Peru",No
99648,-6.42889,-79.83889,Pacora,Lambayeque,Provincia de Lambayeque,PE,Peru,"Pacora,Provincia de Lambayeque,Lambayeque,Peru",No
99678,-9.13889,-78.18194,Moro,Ancash,Provincia de Santa,PE,Peru,"Moro,Provincia de Santa,Ancash,Peru",No
99679,-6.61583,-77.8025,Montevideo,Amazonas,Provincia de Chachapoyas,PE,Peru,"Montevideo,Provincia de Chachapoyas,Amazonas,Peru",No
99680,-4.63066,-79.82855,Montero,Piura,Provincia de Ayabaca,PE,Peru,"Montero,Provincia de Ayabaca,Piura,Peru",No
99686,-9.49396,-76.8187,Miraflores,Huanuco,Provincia de Huamalies,PE,Peru,"Miraflores,Provincia de Huamalies,Huanuco,Peru",No
99689,-6.39444,-77.48167,Mendoza,Amazonas,Provincia de Rodriguez de Mendoza,PE,Peru,"Mendoza,Provincia de Rodriguez de Mendoza,Amazonas,Peru",No
99695,-9.19111,-77.71333,Mancos,Ancash,Provincia de Yungay,PE,Peru,"Mancos,Provincia de Yungay,Ancash,Peru",No
99699,-7.25,-78.66667,Magdalena,Cajamarca,Provincia de Cajamarca,PE,Peru,"Magdalena,Provincia de Cajamarca,Cajamarca,Peru",No
99700,-6.37306,-77.9,Magdalena,Amazonas,Provincia de Chachapoyas,PE,Peru,"Magdalena,Provincia de Chachapoyas,Amazonas,Peru",No
99720,-6.30833,-77.89861,Levanto,Amazonas,Provincia de Chachapoyas,PE,Peru,"Levanto,Provincia de Chachapoyas,Amazonas,Peru",No
99721,-9.82702,-76.80199,La Union,Huanuco,Provincia de Dos de Mayo,PE,Peru,"La Union,Provincia de Dos de Mayo,Huanuco,Peru",No
99722,-5.40232,-80.74224,La Union,Piura,Provincia de Piura,PE,Peru,"La Union,Provincia de Piura,Piura,Peru",No
99723,-9.38412,-76.00505,Las Palmas,Huanuco,Provincia de Leoncio Prado,PE,Peru,"Las Palmas,Provincia de Leoncio Prado,Huanuco,Peru",No
99724,-4.65333,-80.24667,Las Lomas,Piura,Provincia de Piura,PE,Peru,"Las Lomas,Provincia de Piura,Piura,Peru",No
99725,-8.08965,-78.9602,Laredo,La Libertad,Provincia de Trujillo,PE,Peru,"Laredo,Provincia de Trujillo,La Libertad,Peru",No
99729,-9.7352,-77.61686,La Merced,Ancash,Provincia de Aija,PE,Peru,"La Merced,Provincia de Aija,Ancash,Peru",No
99732,-6.56667,-78.73333,Lajas,Cajamarca,Provincia de Chota,PE,Peru,"Lajas,Provincia de Chota,Cajamarca,Peru",No
99738,-8.0764,-79.04371,La Esperanza,La Libertad,Provincia de Trujillo,PE,Peru,"La Esperanza,Provincia de Trujillo,La Libertad,Peru",No
99739,-7.91667,-78.71667,La Cuesta,La Libertad,Provincia de Otuzco,PE,Peru,"La Cuesta,Provincia de Otuzco,La Libertad,Peru",No
99741,-5.33333,-80.73333,La Arena,Piura,Provincia de Piura,PE,Peru,"La Arena,Provincia de Piura,Piura,Peru",No
99750,-5.69918,-78.8009,Jaen,Cajamarca,Provincia de Jaen,PE,Peru,"Jaen,Provincia de Jaen,Cajamarca,Peru",No
99786,-7.25,-79.48333,Guadalupe,La Libertad,Provincia de Pacasmayo,PE,Peru,"Guadalupe,Provincia de Pacasmayo,La Libertad,Peru",No
99787,-6.09917,-77.62667,Granada,Amazonas,Provincia de Chachapoyas,PE,Peru,"Granada,Provincia de Chachapoyas,Amazonas,Peru",No
99789,-6.86972,-79.12111,La Florida,Cajamarca,Provincia de San Miguel,PE,Peru,"La Florida,Provincia de San Miguel,Cajamarca,Peru",No
99794,-8.08333,-79.0,El Porvenir,La Libertad,Provincia de Trujillo,PE,Peru,"El Porvenir,Provincia de Trujillo,La Libertad,Peru",No
99807,-4.56667,-74.78333,Concordia,Loreto,Provincia de Loreto,PE,Peru,"Concordia,Provincia de Loreto,Loreto,Peru",No
99813,-9.49361,-77.85944,Cochabamba,Ancash,Provincia de Huaraz,PE,Peru,"Cochabamba,Provincia de Huaraz,Ancash,Peru",No
99814,-6.48333,-78.9,Cochabamba,Cajamarca,Provincia de Chota,PE,Peru,"Cochabamba,Provincia de Chota,Cajamarca,Peru",No
99856,-7.74389,-79.18639,Casa Grande,La Libertad,Ascope,PE,Peru,"Casa Grande,Ascope,La Libertad,Peru",No
99874,-8.13861,-79.04028,Buenos Aires,La Libertad,Provincia de Trujillo,PE,Peru,"Buenos Aires,Provincia de Trujillo,La Libertad,Peru",No
99875,-5.26083,-79.96417,Buenos Aires,Piura,Morropon,PE,Peru,"Buenos Aires,Morropon,Piura,Peru",No
99886,-6.83333,-78.01667,Balsas,Amazonas,Provincia de Chachapoyas,PE,Peru,"Balsas,Provincia de Chachapoyas,Amazonas,Peru",No
99893,-4.88333,-81.0275,Arenal,Piura,Provincia de Paita,PE,Peru,"Arenal,Provincia de Paita,Piura,Peru",No
99896,-9.35861,-77.59722,Anta,Ancash,Provincia de Carhuaz,PE,Peru,"Anta,Provincia de Carhuaz,Ancash,Peru",No
99902,-6.72343,-76.69643,Agua Blanca,San Martin,El Dorado,PE,Peru,"Agua Blanca,El Dorado,San Martin,Peru",No
99919,-6.79111,-76.32639,Buenos Aires,San Martin,Picota,PE,Peru,"Buenos Aires,Picota,San Martin,Peru",No
99946,-12.22361,-75.80639,Vitis,Lima,Provincia de Yauyos,PE,Peru,"Vitis,Provincia de Yauyos,Lima,Peru",No
99955,-10.73944,-75.26972,Villa Rica,Pasco,Provincia de Oxapampa,PE,Peru,"Villa Rica,Provincia de Oxapampa,Pasco,Peru",No
99982,-15.26417,-72.92889,Toro,Arequipa,Provincia de La Union,PE,Peru,"Toro,Provincia de La Union,Arequipa,Peru",No
100007,-17.47444,-70.03278,Tarata,Tacna,Provincia de Tarata,PE,Peru,"Tarata,Provincia de Tarata,Tacna,Peru",No
100022,-13.65306,-73.42917,Talavera,Apurimac,Provincia de Andahuaylas,PE,Peru,"Talavera,Provincia de Andahuaylas,Apurimac,Peru",No
100051,-14.18922,-75.71265,Santiago,Ica,Provincia de Ica,PE,Peru,"Santiago,Provincia de Ica,Ica,Peru",No
100052,-13.13222,-72.59056,Santa Teresa,Cusco,Provincia de La Convencion,PE,Peru,"Santa Teresa,Provincia de La Convencion,Cusco,Peru",No
100053,-14.61111,-70.78611,Santa Rosa,Puno,Provincia de Melgar,PE,Peru,"Santa Rosa,Provincia de Melgar,Puno,Peru",No
100054,-14.15,-72.66667,Santa Rosa,Apurimac,Provincia de Grau,PE,Peru,"Santa Rosa,Provincia de Grau,Apurimac,Peru",No
100055,-11.79917,-77.17333,Santa Rosa,Lima,Lima,PE,Peru,"Santa Rosa,Lima,Lima,Peru",No
100056,-12.00538,-76.89329,Santa Maria,Lima,Lima,PE,Peru,"Santa Maria,Lima,Lima,Peru",No
100057,-15.69788,-70.6061,Santa Lucia,Puno,Provincia de Lampa,PE,Peru,"Santa Lucia,Provincia de Lampa,Puno,Peru",No
100058,-11.90083,-76.66333,Santa Eulalia,Lima,Provincia de Huarochiri,PE,Peru,"Santa Eulalia,Provincia de Huarochiri,Lima,Peru",No
100059,-11.89716,-76.66256,Santa Eulalia,Lima,Provincia de Huarochiri,PE,Peru,"Santa Eulalia,Provincia de Huarochiri,Lima,Peru",No
100060,-11.06,-76.93028,Santa Cruz,Lima,Huaura,PE,Peru,"Santa Cruz,Huaura,Lima,Peru",No
100061,-13.05,-75.13333,Santa Ana,Huancavelica,Provincia de Castrovirreyna,PE,Peru,"Santa Ana,Provincia de Castrovirreyna,Huancavelica,Peru",No
100062,-12.86667,-72.71667,Santa Ana,Cusco,Provincia de La Convencion,PE,Peru,"Santa Ana,Provincia de La Convencion,Cusco,Peru",No
100063,-13.49361,-71.77389,San Salvador,Cusco,Provincia de Calca,PE,Peru,"San Salvador,Provincia de Calca,Cusco,Peru",No
100064,-11.12417,-75.35733,San Ramon,Junin,Chanchamayo,PE,Peru,"San Ramon,Chanchamayo,Junin,Peru",No
100065,-10.33806,-76.18333,San Rafael,Huanuco,Provincia de Ambo,PE,Peru,"San Rafael,Provincia de Ambo,Huanuco,Peru",No
100067,-14.76667,-74.1,San Pedro,Ayacucho,Provincia de Lucanas,PE,Peru,"San Pedro,Provincia de Lucanas,Ayacucho,Peru",No
100068,-14.18667,-71.34167,San Pedro,Cusco,Provincia de Canchis,PE,Peru,"San Pedro,Provincia de Canchis,Cusco,Peru",No
100069,-13.39889,-76.15904,San Pedro,Ica,Provincia de Chincha,PE,Peru,"San Pedro,Provincia de Chincha,Ica,Peru",No
100070,-14.20278,-71.31556,San Pablo,Cusco,Provincia de Canchis,PE,Peru,"San Pablo,Provincia de Canchis,Cusco,Peru",No
100072,-13.0125,-73.98083,San Miguel,Ayacucho,Provincia de La Mar,PE,Peru,"San Miguel,Provincia de La Mar,Ayacucho,Peru",No
100073,-11.75944,-76.30056,San Mateo,Lima,Provincia de Huarochiri,PE,Peru,"San Mateo,Provincia de Huarochiri,Lima,Peru",No
100074,-12.07674,-76.99435,San Luis,Lima,Lima,PE,Peru,"San Luis,Lima,Lima,Peru",No
100075,-11.84684,-75.38146,San Lorenzo,Junin,Provincia de Jauja,PE,Peru,"San Lorenzo,Provincia de Jauja,Junin,Peru",No
100076,-11.46667,-69.3,San Lorenzo,Madre de Dios,Provincia de Tahuamanu,PE,Peru,"San Lorenzo,Provincia de Tahuamanu,Madre de Dios,Peru",No
100077,-14.01083,-75.73583,San Juan Bautista,Ica,Provincia de Ica,PE,Peru,"San Juan Bautista,Provincia de Ica,Ica,Peru",No
100079,-14.65,-74.2,San Juan,Ayacucho,Provincia de Lucanas,PE,Peru,"San Juan,Provincia de Lucanas,Ayacucho,Peru",No
100080,-13.2,-75.65,San Juan,Huancavelica,Provincia de Castrovirreyna,PE,Peru,"San Juan,Provincia de Castrovirreyna,Huancavelica,Peru",No
100085,-12.6,-73.81667,San Francisco,Ayacucho,Provincia de La Mar,PE,Peru,"San Francisco,Provincia de La Mar,Ayacucho,Peru",No
100087,-13.66667,-76.15,San Clemente,Ica,Provincia de Pisco,PE,Peru,"San Clemente,Provincia de Pisco,Ica,Peru",No
100088,-11.48889,-76.66194,San Buenaventura,Lima,Provincia de Canta,PE,Peru,"San Buenaventura,Provincia de Canta,Lima,Peru",No
100089,-12.38333,-76.78333,San Bartolo,Lima,Lima,PE,Peru,"San Bartolo,Lima,Lima,Peru",No
100098,-14.51972,-75.20139,Rio Grande,Ica,Provincia de Palpa,PE,Peru,"Rio Grande,Provincia de Palpa,Ica,Peru",No
100135,-14.12806,-75.70667,Pueblo Nuevo,Ica,Provincia de Ica,PE,Peru,"Pueblo Nuevo,Provincia de Ica,Ica,Peru",No
100167,-15.27972,-73.34583,Pausa,Ayacucho,Paucar Del Sara Sara,PE,Peru,"Pausa,Paucar Del Sara Sara,Ayacucho,Peru",No
100252,-11.73642,-75.44356,Molinos,Junin,Provincia de Jauja,PE,Peru,"Molinos,Provincia de Jauja,Junin,Peru",No
100254,-12.27361,-75.85,Miraflores,Lima,Provincia de Yauyos,PE,Peru,"Miraflores,Provincia de Yauyos,Lima,Peru",No
100260,-11.4025,-74.75083,Mariposa,Junin,Provincia de Satipo,PE,Peru,"Mariposa,Provincia de Satipo,Junin,Peru",No
100262,-10.00611,-76.5225,Margos,Huanuco,Provincia de Huanuco,PE,Peru,"Margos,Provincia de Huanuco,Huanuco,Peru",No
100264,-11.74117,-75.56279,Marco,Junin,Provincia de Jauja,PE,Peru,"Marco,Provincia de Jauja,Junin,Peru",No
100269,-10.08833,-77.47431,Marca,Ancash,Provincia de Recuay,PE,Peru,"Marca,Provincia de Recuay,Ancash,Peru",No
100274,-14.08528,-72.10806,Mara,Apurimac,Provincia de Cotabambas,PE,Peru,"Mara,Provincia de Cotabambas,Apurimac,Peru",No
100275,-10.37411,-77.10205,Mangas,Lima, ,PE,Peru,"Mangas, ,Lima,Peru",No
100308,-11.37972,-75.75389,Leticia,Junin,Provincia de Tarma,PE,Peru,"Leticia,Provincia de Tarma,Junin,Peru",No
100312,-15.62222,-71.76889,Lari,Arequipa,Provincia de Caylloma,PE,Peru,"Lari,Provincia de Caylloma,Arequipa,Peru",No
100313,-13.10333,-72.04389,Lares,Cusco,Provincia de Calca,PE,Peru,"Lares,Provincia de Calca,Cusco,Peru",No
100323,-15.35,-70.36667,Lampa,Puno,Provincia de Lampa,PE,Peru,"Lampa,Provincia de Lampa,Puno,Peru",No
100324,-15.18444,-73.34889,Lampa,Ayacucho,Paucar Del Sara Sara,PE,Peru,"Lampa,Paucar Del Sara Sara,Ayacucho,Peru",No
100326,-11.06146,-75.33505,La Merced,Junin,Chanchamayo,PE,Peru,"La Merced,Chanchamayo,Junin,Peru",No
100330,-12.63333,-74.6,La Esmeralda,Huancavelica,Provincia de Churcampa,PE,Peru,"La Esmeralda,Provincia de Churcampa,Huancavelica,Peru",No
100331,-17.14667,-71.82167,La Curva,Arequipa,Provincia de Islay,PE,Peru,"La Curva,Provincia de Islay,Arequipa,Peru",No
100333,-16.75694,-71.17917,La Capilla,Moquegua,Provincia de General Sanchez Cerro,PE,Peru,"La Capilla,Provincia de General Sanchez Cerro,Moquegua,Peru",No
100348,-11.8895,-75.26554,Ingenio,Junin,Provincia de Huancayo,PE,Peru,"Ingenio,Provincia de Huancayo,Junin,Peru",No
100349,-13.7,-76.03333,Independencia,Ica,Provincia de Pisco,PE,Peru,"Independencia,Provincia de Pisco,Ica,Peru",No
100350,-11.99,-77.04583,Independencia,Lima,Lima,PE,Peru,"Independencia,Lima,Lima,Peru",No
100403,-15.73083,-72.1075,Huambo,Arequipa,Provincia de Caylloma,PE,Peru,"Huambo,Provincia de Caylloma,Arequipa,Peru",No
100419,-13.96667,-75.76667,Guadalupe,Ica,Provincia de Ica,PE,Peru,"Guadalupe,Provincia de Ica,Ica,Peru",No
100423,-12.06667,-75.21667,El Tambo,Junin,Provincia de Huancayo,PE,Peru,"El Tambo,Provincia de Huancayo,Junin,Peru",No
100424,-14.0725,-72.47278,Progreso,Apurimac,Provincia de Grau,PE,Peru,"Progreso,Provincia de Grau,Apurimac,Peru",No
100427,-13.49714,-76.05724,El Carmen,Ica,Provincia de Chincha,PE,Peru,"El Carmen,Provincia de Chincha,Ica,Peru",No
100437,-12.43333,-75.03333,Cuenca,Huancavelica,Provincia de Huancavelica,PE,Peru,"Cuenca,Provincia de Huancavelica,Huancavelica,Peru",No
100439,-11.09722,-77.5925,Cruz Blanca,Lima,Huaura,PE,Peru,"Cruz Blanca,Huaura,Lima,Peru",No
100461,-11.91762,-75.31401,Concepcion,Junin,Provincia de Concepcion,PE,Peru,"Concepcion,Provincia de Concepcion,Junin,Peru",No
100468,-12.63278,-75.89056,Colonia,Lima,Provincia de Yauyos,PE,Peru,"Colonia,Provincia de Yauyos,Lima,Peru",No
100485,-12.13333,-76.81667,Cieneguilla,Lima,Lima,PE,Peru,"Cieneguilla,Lima,Lima,Peru",No
100492,-15.1,-69.98333,Chupa,Puno,Provincia de Azangaro,PE,Peru,"Chupa,Provincia de Azangaro,Puno,Peru",No
